customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,submitted_hour,submitted_dayofweek_num,submitted_month,is_weekend,contract_value_log1p,queue_pressure,negative_sentiment_flag,high_backlog_flag,message_word_count,message_has_deadline,sla_breached,resolution_hours
SMB,Yorkshire,email,Payments,how_to,High,Saturday,17,14.0,8123.78,0,-0.364,77,0,0,38.0,Grace,20,26.4,213,0,17.0,5.0,1.0,1,9.002673929908275,1.8095238095238095,1,1,13,0,1,29.02
SMB,East Midlands,web,Account Access,integration_failure,High,Thursday,7,25.0,8571.42,2,0.356,102,1,0,21.0,George,24,10.41,219,0,7.0,3.0,1.0,0,9.056305352126717,0.84,0,0,15,1,1,40.3
SMB,Scotland,web,Data Export,bug,Critical,Tuesday,23,38.0,3262.76,1,-0.305,81,0,0,54.0,Oliver,15,7.28,168,0,23.0,1.0,11.0,0,8.090635183968812,3.375,0,0,13,0,0,10.54
SMB,South West,phone,Reporting,data_quality,Medium,Saturday,6,24.0,3541.09,1,0.413,88,0,0,43.0,Muhammad,39,3.8,84,0,6.0,5.0,1.0,1,8.172472227393202,1.075,0,0,13,0,0,36.0
Mid-Market,East Midlands,phone,Account Access,refund_request,Medium,Friday,0,31.0,4709.34,0,0.12,108,0,0,15.0,Oliver,20,12.85,80,0,0.0,4.0,9.0,0,8.457515371241637,0.7142857142857143,0,0,16,1,0,26.85
SMB,South West,partner portal,Reporting,integration_failure,Critical,Wednesday,22,1.0,8444.01,8,-0.099,111,1,0,29.0,Isla,39,17.48,176,1,22.0,2.0,10.0,0,9.041331013373823,0.725,0,1,16,1,1,32.87
SMB,South West,phone,Workflow Automation,bug,Low,Saturday,8,40.0,3255.52,3,0.581,94,0,0,10.0,Isla,44,0.17,79,0,8.0,5.0,12.0,1,8.088414419530626,0.2222222222222222,0,0,15,0,0,9.15
SMB,Yorkshire,email,Account Access,service_outage,Medium,Sunday,0,24.0,15254.29,0,-1.0,100,1,0,34.0,Noah,11,11.61,226,0,0.0,6.0,11.0,1,9.632681607130682,2.8333333333333335,1,0,15,1,0,36.33
Mid-Market,East Midlands,email,Security,performance,Critical,Wednesday,23,4.0,29828.56,1,-0.941,97,0,0,28.0,Oliver,1,12.65,113,0,23.0,2.0,10.0,0,10.303255127148583,14.0,1,0,15,0,1,32.32
Mid-Market,Yorkshire,email,Account Access,integration_failure,Critical,Sunday,17,53.0,15211.3,2,0.301,125,1,0,61.0,Harry,7,46.08,194,0,17.0,6.0,2.0,1,9.629859590126369,7.625,0,1,18,1,1,48.54
SMB,West Midlands,web,Payments,bug,High,Wednesday,15,59.0,34492.96,0,-0.287,78,0,0,33.0,Noah,22,6.98,80,0,15.0,2.0,1.0,0,10.44853951522871,1.434782608695652,0,0,12,0,1,30.57
Mid-Market,East Midlands,chat,Account Access,billing_query,Medium,Tuesday,8,52.0,4852.93,0,-0.725,90,0,0,32.0,Mia,6,0.34,75,0,8.0,1.0,2.0,0,8.487543965086559,4.571428571428571,1,0,14,0,0,14.98
Mid-Market,London,email,Api Integration,data_quality,High,Thursday,13,8.0,17046.06,3,-0.169,122,1,0,30.0,Amelia,25,3.13,236,0,13.0,3.0,11.0,0,9.743733033825613,1.1538461538461537,0,0,18,0,0,20.57
Mid-Market,West Midlands,chat,Billing,performance,Medium,Friday,3,35.0,4767.97,1,-0.322,96,0,0,17.0,Ava,40,6.32,31,0,3.0,4.0,2.0,0,8.469885627651472,0.4146341463414634,0,0,14,0,0,27.28
Mid-Market,Northern Ireland,email,Security,billing_query,High,Wednesday,18,18.0,12721.11,0,-1.0,99,0,0,50.0,Leo,16,0.32,267,0,18.0,2.0,2.0,0,9.451096703640609,2.9411764705882355,1,0,15,0,0,14.01
Public Sector,Scotland,chat,Billing,refund_request,Critical,Sunday,11,47.0,34153.65,2,-0.775,84,0,0,68.0,Noah,34,12.88,161,0,11.0,6.0,12.0,1,10.438654019711892,1.9428571428571428,1,0,13,0,1,43.65
Enterprise,South East,web,Mobile App,integration_failure,Critical,Sunday,15,29.0,13468.21,2,-0.374,106,1,0,48.0,Ava,41,12.11,192,0,15.0,6.0,9.0,1,9.508161618835205,1.1428571428571428,1,0,15,1,1,33.65
Enterprise,South West,web,Api Integration,billing_query,Critical,Monday,14,1.0,153449.22,2,-0.558,104,1,0,20.0,Isla,3,4.81,155,0,14.0,0.0,9.0,0,11.941131493738611,5.0,1,0,15,1,1,34.44
Enterprise,Yorkshire,web,Billing,bug,High,Tuesday,13,53.0,28536.61,2,-0.256,88,0,0,27.0,Harry,10,2.3,33,0,13.0,1.0,12.0,0,10.258978145407932,2.4545454545454546,0,0,14,0,0,19.46
Mid-Market,West Midlands,email,Billing,integration_failure,High,Sunday,22,4.0,4851.57,1,-0.108,117,1,0,28.0,Sophie,19,2.17,145,0,22.0,6.0,2.0,1,8.487263740492956,1.4,0,0,17,1,1,25.09
Mid-Market,East Midlands,partner portal,Workflow Automation,how_to,Critical,Tuesday,7,19.0,20939.54,2,-0.602,100,1,0,36.0,Leo,17,3.68,254,0,7.0,1.0,12.0,0,9.94944227205764,2.0,1,0,15,1,1,22.81
Mid-Market,East Midlands,partner portal,Security,access_request,High,Tuesday,10,22.0,15800.38,2,0.268,85,0,0,53.0,Sophie,37,0.01,182,0,10.0,1.0,12.0,0,9.66785255697314,1.394736842105263,0,0,13,0,1,28.36
SMB,London,web,Data Export,data_quality,High,Monday,7,20.0,30869.28,6,0.463,90,0,0,15.0,Amelia,17,4.27,169,1,7.0,0.0,10.0,0,10.337549187749854,0.8333333333333334,0,0,14,0,0,23.29
Mid-Market,South East,email,Account Access,integration_failure,Critical,Monday,10,9.0,7216.44,0,0.158,106,1,0,62.0,Noah,35,4.69,181,0,10.0,0.0,10.0,0,8.884255598374722,1.7222222222222223,0,0,15,1,1,38.32
Mid-Market,Yorkshire,email,Account Access,bug,High,Sunday,11,19.0,15445.56,1,-0.329,93,0,0,49.0,Muhammad,30,8.9,164,0,11.0,6.0,1.0,1,9.645141603813189,1.5806451612903225,0,0,14,1,1,29.22
Mid-Market,London,web,Billing,billing_query,Critical,Friday,13,17.0,22869.99,1,-1.0,98,0,0,24.0,Harry,28,13.26,69,0,13.0,4.0,10.0,0,10.037624574230337,0.8275862068965517,1,0,15,0,1,31.25
SMB,Northern Ireland,chat,Billing,billing_query,High,Sunday,23,36.0,6814.58,3,-0.299,113,0,1,45.0,George,31,2.88,206,0,23.0,6.0,11.0,1,8.82696644689227,1.40625,0,0,16,0,0,20.65
Enterprise,Greater Manchester,web,Mobile App,refund_request,Critical,Saturday,16,5.0,110037.48,0,-0.584,113,0,1,68.0,George,34,11.32,309,0,16.0,5.0,9.0,1,11.608585401784257,1.9428571428571428,1,0,17,0,1,26.56
Enterprise,London,email,Mobile App,performance,Low,Thursday,14,46.0,110310.78,1,0.158,94,0,0,41.0,Noah,28,3.88,122,0,14.0,3.0,2.0,0,11.61106599917627,1.4137931034482758,0,0,13,1,0,30.06
Enterprise,East Midlands,phone,Api Integration,billing_query,Critical,Sunday,2,37.0,94704.05,1,0.701,101,1,0,15.0,Oliver,16,6.72,95,0,2.0,6.0,10.0,1,11.458522604045932,0.8823529411764706,0,0,15,0,1,42.92
Mid-Market,East Midlands,email,Mobile App,access_request,High,Tuesday,10,13.0,9726.16,2,-0.159,99,1,0,33.0,Noah,43,5.13,188,0,10.0,1.0,11.0,0,9.182677251793475,0.75,0,0,15,1,0,21.96
Mid-Market,Northern Ireland,email,Api Integration,performance,High,Sunday,9,74.0,26623.67,4,-0.086,91,0,0,35.0,Harry,27,1.46,167,0,9.0,6.0,11.0,1,10.189593508568718,1.25,0,0,12,1,1,30.46
Enterprise,London,chat,Account Access,refund_request,Critical,Thursday,17,50.0,266114.66,1,-0.51,95,0,0,49.0,Oliver,31,11.87,134,1,17.0,3.0,9.0,0,12.491686305290553,1.53125,1,0,14,0,1,26.88
SMB,East Midlands,chat,Mobile App,service_outage,Critical,Wednesday,21,35.0,16761.94,4,-0.173,105,1,0,37.0,Oliver,25,8.64,102,0,21.0,2.0,1.0,0,9.726925776313292,1.4230769230769231,0,0,15,1,1,40.86
SMB,South West,email,Billing,access_request,Low,Tuesday,12,33.0,11426.72,0,0.782,89,0,0,6.0,Harry,1,2.48,1,0,12.0,1.0,11.0,0,9.343797261825442,3.0,0,0,13,0,0,12.05
SMB,Yorkshire,web,Api Integration,refund_request,Medium,Wednesday,12,4.0,3687.18,0,0.519,92,0,0,53.0,Grace,15,3.96,302,0,12.0,2.0,9.0,0,8.212888390426896,3.3125,0,0,14,0,0,23.97
SMB,London,phone,Payments,access_request,Medium,Thursday,3,11.0,5203.88,0,-0.903,100,0,0,19.0,Mia,6,0.38,80,0,3.0,3.0,2.0,0,8.557351926028261,2.7142857142857144,1,0,15,0,0,16.09
SMB,South East,partner portal,Billing,data_quality,Medium,Sunday,2,38.0,6198.48,1,0.141,82,0,0,36.0,Oliver,29,1.15,141,0,2.0,6.0,1.0,1,8.732220696548074,1.2,0,0,13,0,0,17.97
SMB,Wales,web,Security,how_to,Critical,Monday,0,22.0,17913.02,0,-0.094,77,0,0,73.0,Grace,16,15.89,370,0,0.0,0.0,12.0,0,9.793338925479755,4.294117647058823,0,1,13,0,1,27.88
SMB,South West,phone,Payments,access_request,Medium,Monday,3,39.0,8295.9,6,0.214,99,0,0,30.0,Mia,26,2.17,140,0,3.0,0.0,9.0,0,9.023637230042539,1.1111111111111112,0,0,15,0,0,2.84
SMB,London,email,Mobile App,bug,Critical,Sunday,13,30.0,9764.22,2,0.477,85,0,0,37.0,Ava,12,46.13,313,0,13.0,6.0,11.0,1,9.18658237249888,2.8461538461538463,0,1,13,1,1,44.09
Mid-Market,Greater Manchester,email,Billing,refund_request,High,Thursday,3,19.0,17317.49,2,0.044,96,0,0,47.0,Harry,17,9.72,99,0,3.0,3.0,9.0,0,9.759529995867778,2.611111111111111,0,0,14,0,0,24.0
Mid-Market,Northern Ireland,email,Security,bug,High,Thursday,17,21.0,20101.28,2,-0.59,85,0,0,14.0,Amelia,1,16.39,203,0,17.0,3.0,12.0,0,9.908588520449971,7.0,1,1,13,1,1,25.99
Mid-Market,Northern Ireland,chat,Workflow Automation,performance,Medium,Sunday,8,43.0,7436.32,0,0.32,112,0,0,33.0,Leo,19,9.18,145,0,8.0,6.0,11.0,1,8.914265847880348,1.65,0,0,16,0,0,32.38
Enterprise,South West,web,Account Access,how_to,Critical,Friday,16,58.0,25951.35,7,-0.113,97,0,0,36.0,Leo,8,9.44,188,0,16.0,4.0,11.0,0,10.164017443260697,4.0,0,0,16,0,1,23.49
SMB,London,web,Api Integration,bug,Critical,Tuesday,10,7.0,19523.77,4,-0.127,100,1,0,76.0,Amelia,19,20.44,295,1,10.0,1.0,1.0,0,9.87943919486898,3.8,0,1,16,1,1,38.2
SMB,Greater Manchester,web,Billing,how_to,Medium,Tuesday,20,10.0,6233.52,0,-0.326,95,0,0,22.0,George,29,6.59,1,0,20.0,1.0,10.0,0,8.737856870387226,0.7333333333333333,0,0,16,0,0,16.53
SMB,East Midlands,email,Workflow Automation,service_outage,Critical,Thursday,7,0.0,8306.94,2,-0.701,119,1,0,29.0,Ava,10,1.34,201,0,7.0,3.0,1.0,0,9.024966963015181,2.6363636363636362,1,0,17,1,1,25.01
SMB,Wales,web,Billing,service_outage,Medium,Sunday,21,26.0,5479.61,0,0.509,94,1,0,3.0,Leo,1,2.76,121,0,21.0,6.0,2.0,1,8.608971687615746,1.5,0,0,14,1,0,25.91
SMB,East Midlands,email,Account Access,billing_query,High,Sunday,15,35.0,4158.27,2,-0.079,90,0,0,61.0,Mia,5,9.69,235,0,15.0,6.0,2.0,1,8.333094857087527,10.166666666666666,0,0,14,0,1,26.32
Enterprise,West Midlands,web,Workflow Automation,data_quality,Critical,Sunday,8,55.0,42112.4,0,0.471,95,0,0,16.0,Amelia,1,20.22,195,0,8.0,6.0,9.0,1,10.648121258813248,8.0,0,1,14,1,1,36.65
Enterprise,Yorkshire,email,Workflow Automation,refund_request,Critical,Thursday,23,63.0,189222.39,3,-0.624,144,0,1,52.0,Amelia,1,5.78,95,0,23.0,3.0,9.0,0,12.150683553751689,26.0,1,0,20,1,1,29.08
Mid-Market,Wales,web,Workflow Automation,performance,High,Thursday,21,56.0,13200.26,3,1.0,108,0,0,37.0,Isla,23,7.14,191,0,21.0,3.0,11.0,0,9.488067558564422,1.5416666666666667,0,0,15,0,1,28.17
Public Sector,Northern Ireland,phone,Api Integration,data_quality,Critical,Saturday,16,43.0,64816.66,2,0.469,90,0,0,47.0,Leo,30,0.64,171,0,16.0,5.0,9.0,1,11.079333376074773,1.5161290322580645,0,0,14,0,1,17.71
Enterprise,South West,email,Mobile App,integration_failure,Low,Saturday,11,13.0,38998.41,2,-0.049,106,1,0,19.0,Noah,23,3.97,113,0,11.0,5.0,11.0,1,10.571301796792223,0.7916666666666666,0,0,15,0,0,33.68
SMB,Northern Ireland,email,Payments,bug,Critical,Sunday,5,42.0,9622.01,6,0.227,93,0,0,27.0,Amelia,41,34.02,50,0,5.0,6.0,1.0,1,9.171912384532833,0.6428571428571429,0,1,15,0,1,30.28
Enterprise,Yorkshire,email,Security,service_outage,Critical,Sunday,9,57.0,17261.48,1,0.424,94,1,0,50.0,Ava,1,2.85,169,0,9.0,6.0,2.0,1,9.756290639136138,25.0,0,0,14,1,1,28.56
SMB,Yorkshire,chat,Workflow Automation,bug,High,Tuesday,12,21.0,2048.76,1,0.271,89,0,0,32.0,Leo,15,4.25,178,0,12.0,1.0,10.0,0,7.625477992108124,2.0,0,0,13,0,0,18.92
Mid-Market,West Midlands,email,Mobile App,performance,Critical,Tuesday,3,0.0,31861.28,3,-0.573,88,0,0,62.0,Oliver,38,1.21,148,0,3.0,1.0,10.0,0,10.369178143992036,1.5897435897435896,1,0,13,0,1,16.24
Public Sector,Scotland,email,Api Integration,service_outage,Critical,Saturday,6,0.0,15286.32,0,-0.493,114,1,0,41.0,Harry,32,2.95,130,0,6.0,5.0,11.0,1,9.63477900560068,1.2424242424242424,1,0,16,0,1,30.8
Enterprise,Wales,chat,Account Access,bug,Critical,Wednesday,21,2.0,63571.32,5,-0.736,80,0,0,46.0,Harry,14,14.72,176,0,21.0,2.0,11.0,0,11.05993343446666,3.066666666666667,1,1,13,0,1,28.35
SMB,South East,web,Billing,integration_failure,Critical,Sunday,17,42.0,57189.95,1,-1.0,117,1,0,28.0,Ava,41,12.86,227,0,17.0,6.0,1.0,1,10.954150948067078,0.6666666666666666,1,0,15,1,1,17.26
SMB,East Midlands,email,Account Access,bug,Medium,Friday,19,0.0,7442.47,5,-0.095,80,0,0,27.0,Muhammad,43,4.52,126,0,19.0,4.0,1.0,0,8.91509241694693,0.6136363636363636,0,0,13,0,0,17.61
SMB,Northern Ireland,web,Account Access,service_outage,Critical,Sunday,7,33.0,11363.24,8,-0.287,120,1,0,8.0,Leo,6,2.34,85,0,7.0,6.0,9.0,1,9.33822686207525,1.1428571428571428,0,0,18,0,1,37.04
SMB,London,web,Account Access,billing_query,Critical,Thursday,8,45.0,13724.67,1,-0.45,131,0,1,57.0,Grace,19,15.34,214,1,8.0,3.0,2.0,0,9.527023081215411,2.85,1,1,19,0,1,20.19
SMB,Greater Manchester,email,Reporting,service_outage,Critical,Tuesday,17,7.0,41171.36,0,-0.672,116,1,0,15.0,Sophie,1,9.15,164,0,17.0,1.0,12.0,0,10.625522436414693,7.5,1,0,15,1,1,37.3
Public Sector,Northern Ireland,partner portal,Mobile App,performance,Critical,Saturday,22,18.0,109314.89,10,-0.311,99,0,0,34.0,Mia,15,1.42,36,1,22.0,5.0,1.0,1,11.601997043286957,2.125,0,0,15,0,1,34.49
SMB,East Midlands,chat,Security,billing_query,Low,Monday,8,0.0,24703.39,2,-0.067,84,0,0,25.0,Leo,15,0.66,140,0,8.0,0.0,9.0,0,10.114736239616988,1.5625,0,0,13,0,0,15.08
Mid-Market,Yorkshire,web,Mobile App,billing_query,Medium,Wednesday,5,20.0,11208.22,0,0.711,105,0,0,61.0,Grace,14,1.64,222,0,5.0,2.0,1.0,0,9.324491932913864,4.066666666666666,0,0,17,0,0,25.86
SMB,South East,email,Payments,integration_failure,Critical,Sunday,6,35.0,17265.12,4,-0.009,118,1,0,24.0,George,34,0.18,56,1,6.0,6.0,10.0,1,9.756501478846609,0.6857142857142857,0,0,17,1,1,29.31
Mid-Market,Yorkshire,email,Data Export,performance,Critical,Thursday,18,36.0,23969.22,1,-0.5,104,0,0,61.0,Isla,31,5.13,216,0,18.0,3.0,2.0,0,10.084567505525651,1.90625,1,0,16,0,1,33.11
SMB,Wales,web,Workflow Automation,billing_query,High,Tuesday,23,38.0,16612.02,0,-0.905,137,0,1,36.0,Ava,38,4.3,166,0,23.0,1.0,11.0,0,9.717942004262236,0.9230769230769231,1,0,18,0,0,16.09
Enterprise,London,web,Mobile App,service_outage,Critical,Friday,23,16.0,77338.03,0,-1.0,100,1,0,37.0,Oliver,1,0.34,260,0,23.0,4.0,9.0,0,11.255954023060397,18.5,1,0,15,0,1,26.02
SMB,South West,web,Account Access,billing_query,High,Wednesday,1,28.0,8157.7,7,0.92,105,0,0,61.0,Ava,1,9.17,412,0,1.0,2.0,12.0,0,9.006840121540883,30.5,0,0,17,0,0,20.55
Enterprise,Wales,chat,Workflow Automation,how_to,Critical,Sunday,15,42.0,125682.42,0,0.071,88,0,0,27.0,Leo,13,3.39,110,0,15.0,6.0,11.0,1,11.741521484526164,1.9285714285714286,0,0,14,1,1,8.04
SMB,Yorkshire,email,Reporting,bug,Medium,Thursday,21,35.0,13578.55,1,-0.288,79,0,0,28.0,Mia,19,2.15,223,0,21.0,3.0,9.0,0,9.51632026359752,1.4,0,0,12,0,0,13.57
Mid-Market,West Midlands,chat,Billing,access_request,Medium,Friday,5,51.0,10059.75,6,0.418,84,0,0,10.0,Harry,9,9.34,160,0,5.0,4.0,11.0,0,9.216396993558714,1.0,0,0,13,0,0,26.58
SMB,Greater Manchester,web,Security,bug,High,Friday,14,22.0,1748.88,0,0.524,84,0,0,51.0,Leo,19,16.35,206,0,14.0,4.0,11.0,0,7.46730249313786,2.55,0,1,13,1,0,19.96
Mid-Market,South East,chat,Billing,billing_query,Critical,Tuesday,11,6.0,24906.88,3,-0.777,83,0,0,44.0,Ava,17,24.84,171,0,11.0,1.0,10.0,0,10.122939498251494,2.4444444444444446,1,1,13,0,1,33.9
Mid-Market,South East,web,Account Access,bug,High,Saturday,2,22.0,8112.72,0,0.416,92,1,0,24.0,Oliver,33,7.63,244,0,2.0,5.0,12.0,1,9.001311734913635,0.7058823529411765,0,0,13,1,1,27.89
SMB,Northern Ireland,web,Api Integration,performance,Medium,Sunday,23,5.0,14269.33,5,-0.18,93,0,0,2.0,Muhammad,19,6.22,52,0,23.0,6.0,10.0,1,9.565937835641476,0.1,0,0,13,0,0,28.42
SMB,Northern Ireland,email,Account Access,access_request,Low,Saturday,17,22.0,6425.07,1,0.545,95,0,0,0.0,Mia,1,9.17,52,0,,,,0,8.76811843286266,0.0,0,0,14,1,0,18.21
Mid-Market,South East,phone,Api Integration,performance,Critical,Sunday,13,31.0,49076.26,1,0.111,101,0,0,41.0,Muhammad,1,1.56,144,0,13.0,6.0,12.0,1,10.801151070045586,20.5,0,0,14,0,1,31.97
SMB,South West,email,Reporting,bug,Critical,Friday,4,35.0,32061.36,3,-0.421,89,1,0,7.0,Harry,11,0.54,79,0,4.0,4.0,2.0,0,10.375438035431857,0.5833333333333334,1,0,13,1,0,2.79
Public Sector,London,web,Api Integration,access_request,Low,Sunday,5,8.0,71570.0,1,0.721,116,0,0,40.0,Ava,20,6.79,217,0,5.0,6.0,11.0,1,11.178445242969808,1.9047619047619047,0,0,16,0,0,27.7
Mid-Market,Northern Ireland,chat,Payments,service_outage,Critical,Wednesday,19,30.0,14928.99,0,-0.885,99,1,0,33.0,Mia,15,20.12,181,0,19.0,2.0,11.0,0,9.611127220740647,2.0625,1,1,14,0,1,37.04
Enterprise,East Midlands,phone,Billing,service_outage,Critical,Saturday,15,47.0,30166.41,1,0.117,109,1,0,24.0,Amelia,23,2.99,97,0,15.0,5.0,9.0,1,10.314517481600305,1.0,0,0,15,1,1,31.78
Enterprise,South East,partner portal,Billing,how_to,Critical,Wednesday,14,10.0,87276.32,2,-1.0,77,0,0,40.0,Harry,24,19.31,233,0,14.0,2.0,11.0,0,11.376845914261002,1.6,1,1,13,0,1,28.61
SMB,Wales,phone,Account Access,how_to,Medium,Wednesday,17,45.0,17264.79,0,1.0,87,0,0,49.0,Sophie,1,9.05,245,0,17.0,2.0,10.0,0,9.75648236608974,24.5,0,0,13,1,0,24.07
SMB,West Midlands,email,Account Access,refund_request,High,Wednesday,12,54.0,18366.59,0,-0.691,91,0,0,28.0,Grace,27,7.02,18,0,12.0,2.0,10.0,0,9.818342977441596,1.0,1,0,14,0,0,18.56
SMB,East Midlands,email,Api Integration,how_to,Medium,Monday,8,45.0,27485.84,0,-0.386,103,0,0,16.0,Noah,24,5.01,30,0,8.0,0.0,11.0,0,10.221462623660699,0.64,1,0,17,0,0,12.95
Mid-Market,Wales,email,Data Export,integration_failure,Critical,Thursday,12,17.0,18499.22,18,0.505,121,1,0,30.0,Noah,1,0.07,157,0,12.0,3.0,10.0,0,9.8255379028876,15.0,0,0,18,1,1,43.2
Enterprise,South West,email,Api Integration,billing_query,High,Wednesday,20,6.0,28658.0,0,0.256,96,0,0,41.0,Amelia,1,4.35,191,0,20.0,2.0,11.0,0,10.263222808938117,20.5,0,0,15,1,1,35.59
SMB,South East,email,Api Integration,bug,High,Friday,23,22.0,16236.96,7,-0.24,81,0,0,21.0,George,26,5.95,63,0,23.0,4.0,9.0,0,9.6951069900618,0.7777777777777778,0,0,13,0,1,29.44
Enterprise,South West,web,Payments,access_request,Critical,Tuesday,17,37.0,34329.68,7,0.063,95,0,0,42.0,Noah,9,10.69,114,0,17.0,1.0,10.0,0,10.443794694003891,4.2,0,0,14,1,1,28.01
SMB,London,chat,Security,performance,Critical,Tuesday,1,27.0,32949.57,1,-1.0,101,0,0,30.0,George,3,4.22,61,0,1.0,1.0,1.0,0,10.402763838718814,7.5,1,0,15,0,1,13.51
Mid-Market,Greater Manchester,phone,Billing,how_to,High,Tuesday,9,29.0,6449.85,1,0.137,93,1,0,67.0,Oliver,31,3.55,141,0,9.0,1.0,9.0,0,8.771967184052945,2.09375,0,0,15,1,1,27.25
SMB,Scotland,email,Account Access,integration_failure,Critical,Saturday,3,35.0,47273.12,2,-0.396,126,1,0,20.0,George,37,21.78,148,0,3.0,5.0,10.0,1,10.763718278863719,0.5263157894736842,1,1,17,1,1,25.96
SMB,East Midlands,partner portal,Mobile App,service_outage,Critical,Thursday,20,51.0,17622.91,1,-0.527,101,1,0,15.0,Isla,21,7.04,113,0,20.0,3.0,10.0,0,9.777011781796421,0.6818181818181818,1,0,15,1,1,26.13
SMB,London,phone,Api Integration,bug,Critical,Tuesday,19,9.0,40623.79,0,-0.64,81,0,0,38.0,Grace,9,6.2,201,0,19.0,1.0,10.0,0,10.612133750387908,3.8,1,0,13,0,1,17.62
Mid-Market,Scotland,email,Account Access,how_to,Medium,Friday,2,15.0,8147.33,1,-0.223,96,0,0,13.0,Muhammad,22,4.55,93,0,2.0,4.0,10.0,0,9.00556827726294,0.5652173913043478,0,0,16,1,0,13.55
Mid-Market,South West,email,Payments,bug,High,Monday,3,25.0,10826.85,4,-0.45,93,0,0,19.0,Harry,27,0.59,195,0,3.0,0.0,12.0,0,9.289876797664467,0.6785714285714286,1,0,15,0,1,32.56
Mid-Market,Scotland,chat,Reporting,integration_failure,Critical,Saturday,22,26.0,18258.95,9,0.227,101,1,0,57.0,Leo,21,19.9,293,0,22.0,5.0,9.0,1,9.812465415919581,2.590909090909091,0,1,14,1,1,51.32
SMB,East Midlands,web,Reporting,billing_query,Medium,Monday,2,38.0,13453.91,1,0.063,104,0,0,25.0,Isla,34,1.65,151,0,2.0,0.0,10.0,0,9.507099374175425,0.7142857142857143,0,0,16,0,0,14.92
SMB,Greater Manchester,email,Security,integration_failure,High,Friday,8,42.0,1569.71,9,-0.009,114,1,0,3.0,Amelia,22,3.28,132,0,8.0,4.0,9.0,0,7.3592830254168655,0.13043478260869565,0,0,15,1,0,19.86
Mid-Market,Yorkshire,phone,Account Access,integration_failure,Critical,Wednesday,12,1.0,30911.88,6,-0.461,109,1,0,27.0,Oliver,1,5.3,131,0,12.0,2.0,11.0,0,10.338928204515945,13.5,1,0,14,1,1,45.85
SMB,South West,web,Data Export,bug,Critical,Friday,5,47.0,7678.5,3,-0.116,77,0,0,69.0,Leo,47,21.16,71,0,5.0,4.0,11.0,0,8.946309719855684,1.4375,0,1,13,0,1,24.52
SMB,Northern Ireland,phone,Account Access,service_outage,Critical,Tuesday,20,15.0,4220.29,2,0.03,102,1,0,49.0,Sophie,13,3.01,277,0,20.0,1.0,2.0,0,8.347896047521035,3.5,0,0,14,1,1,32.31
SMB,Wales,web,Security,integration_failure,Critical,Saturday,20,30.0,7979.15,5,-0.372,100,1,0,22.0,Noah,12,27.17,4,0,20.0,5.0,1.0,1,8.984712487259674,1.6923076923076923,1,1,14,1,1,47.23
Mid-Market,Northern Ireland,web,Api Integration,integration_failure,Critical,Wednesday,9,24.0,28455.68,4,-0.576,106,1,0,54.0,Mia,1,1.43,191,0,9.0,2.0,10.0,0,10.256138209884803,27.0,1,0,15,1,1,32.95
Enterprise,Greater Manchester,web,Billing,billing_query,Critical,Tuesday,23,52.0,43547.85,3,-0.088,105,0,0,52.0,Sophie,14,9.42,199,0,23.0,1.0,11.0,0,10.681638575502602,3.466666666666667,0,0,14,1,1,27.83
Enterprise,West Midlands,partner portal,Account Access,how_to,Critical,Thursday,22,54.0,84747.11,2,-0.452,87,0,0,23.0,Mia,1,11.19,126,0,22.0,3.0,1.0,0,11.347438724109072,11.5,1,0,14,0,1,29.85
SMB,Yorkshire,partner portal,Payments,refund_request,High,Thursday,16,33.0,10802.39,12,-0.92,85,0,0,27.0,Oliver,17,0.37,188,0,16.0,3.0,2.0,0,9.287615252748388,1.5,1,0,13,0,1,27.12
SMB,West Midlands,email,Workflow Automation,how_to,Medium,Friday,17,27.0,14375.25,4,-0.242,112,0,0,0.0,Noah,44,2.52,110,0,17.0,4.0,11.0,0,9.573332818406792,0.0,0,0,16,0,0,21.81
Enterprise,Greater Manchester,phone,Mobile App,access_request,Critical,Tuesday,12,14.0,26394.93,4,-0.135,106,0,0,42.0,Noah,42,12.44,254,0,12.0,1.0,1.0,0,10.18096511058284,0.9767441860465116,0,0,17,0,1,24.55
Mid-Market,South East,email,Mobile App,how_to,High,Monday,20,0.0,27093.3,0,-0.057,79,0,0,20.0,Ava,42,8.06,115,0,20.0,0.0,11.0,0,10.207078652641572,0.46511627906976744,0,0,14,0,0,18.42
Enterprise,Greater Manchester,phone,Billing,integration_failure,Critical,Thursday,11,0.0,81149.12,7,0.633,119,1,0,54.0,Oliver,15,5.77,213,0,11.0,3.0,1.0,0,11.304056051684713,3.375,0,0,17,1,1,42.88
Enterprise,Yorkshire,email,Security,billing_query,Critical,Monday,1,13.0,37534.4,0,0.158,122,0,1,20.0,Oliver,23,18.3,170,0,,,,0,10.533039766670715,0.8333333333333334,0,1,17,0,1,22.34
SMB,Wales,web,Workflow Automation,how_to,Medium,Thursday,6,77.0,4074.26,0,-0.322,103,0,0,30.0,Ava,1,10.36,108,0,6.0,3.0,11.0,0,8.312689827320577,15.0,0,0,16,0,0,24.34
